,tweet,language,mentions
241,been always on dropbox original quality for photos and additionally to google photos for quick access dropbox app is too basic and slow for photos for videos been using youtube primarily due to better access streaming have videos as private,en,[]
242,rt today marks months since tweetshelf onboarded nuzzel users it has been an incredible journey with a lot of ups and do,en,"[{'screen_name': 'tweetshelfhq', 'name': 'tweetshelf.com', 'id': '1332286781207703553'}]"
243,actually twitter has been doing this type of limited link aggregation for a long time i guess nuzzel integration would be different and perhaps more comprehensive if you are looking for proper link aggregation checkout,en,"[{'screen_name': 'tweetshelfhq', 'name': 'tweetshelf.com', 'id': '1332286781207703553'}]"
244,but good writeup highlighting that after a point name is just a name and it matters only that much as long as it is easy to pronounce write not too long not offensive it should be fine i would add ability to own the term to this list which their new name is not,en,[]
245,also doesn t apple already have an app called shortcuts for task automation,en,[]
246,it s good that they decided to change the name clubhouse social app has been a blockbuster app and it is good to avoid confusion but i am not a big fan of too generic names either shortcut is difficult term to own very ambitious for a small company,en,[]
247,beautiful and moving,en,[]
248,great thread on why and how remote work will play out over next decade,en,[]
249,hey pranav just sent you a dm,en,[]
250,hi vishal you might want to try it was launched about a month back and it is very similar available on ios android and web quite a few nuzzel users have already migrated over here are more details,en,"[{'screen_name': 'tweetshelfhq', 'name': 'tweetshelf.com', 'id': '1332286781207703553'}]"
251,slack disables notifications during off hours by default i missed out on server alerts for tweetshelf last night due to this at the back of my mind i knew about this setting but didn t get around to disable it as a solo developer you can t afford this setting,en,[]
252,rt for all those who miss nuzzel is a viable option also kicked that it is built in by h t,en,"[{'screen_name': 'sajithpai', 'name': 'sajith pai', 'id': '14772209'}, {'screen_name': 'tweetshelfhq', 'name': 'tweetshelf.com', 'id': '1332286781207703553'}, {'screen_name': 'ranavikas', 'name': 'vikas rana', 'id': '15677807'}]"
253,pocket app seems to have gone missing from sharing menu on ios after recent os upgrade been wondering about that for a while restarting the phone fixes it,en,[]
254,rt for those interested there s a nuzzel replacement called tweet shelf available on both android,en,"[{'screen_name': 'venkatananth', 'name': 'venkat ananth', 'id': '17145512'}]"
255,thanks venkat for sharing it does not have alerts notifications yet but still early days lot more coming in next few weeks,en,[]
256,hi om miten you might want to try i launched it last month and it is very similar available on ios android and web quite a few nuzzel users have already migrated over here are more details,en,"[{'screen_name': 'tweetshelfhq', 'name': 'tweetshelf.com', 'id': '1332286781207703553'}]"
257,absolutely haven t got around to create an about page on site yet but ping me if you need anything,en,[]
258,well here i am,en,[]
259,hi judd if you are looking for an alternative to nuzzel i launched last month and it is very similar available on ios android and web give it a try here are more details,en,"[{'screen_name': 'tweetshelfhq', 'name': 'tweetshelf.com', 'id': '1332286781207703553'}]"
260,hi david only an app as of now but email newsletter is in the roadmap will update when i get there,en,[]
261,thanks oli for the tryout and the feedback and agree the default view needs improvement this is in progress and do lookout for an update soon,en,[]
262,hi anne if you are looking for an alternative to nuzzel i launched last month and it is very similar available on ios android and web give it a try here are more details,en,"[{'screen_name': 'tweetshelfhq', 'name': 'tweetshelf.com', 'id': '1332286781207703553'}]"
263,hi priyanka if you are looking for an alternative to nuzzel i launched last month and it is very similar available on ios android and web give it a try it does not have newsletter functionality yet but quite a few other features,en,"[{'screen_name': 'tweetshelfhq', 'name': 'tweetshelf.com', 'id': '1332286781207703553'}]"
264,hi harry if you are looking for an alternative to nuzzel i launched last month and it is very similar available on ios android and web give it a try here are more details,en,"[{'screen_name': 'tweetshelfhq', 'name': 'tweetshelf.com', 'id': '1332286781207703553'}]"
265,thank you fetching friends may take some time due to twitter api rate limiting it should get sorted in few mins you can browse your available stories till then,en,[]
266,hi jaime and wences perhaps you could give a try i launched last month and it is very similar available on ios android and web here are more details,en,"[{'screen_name': 'tweetshelfhq', 'name': 'tweetshelf.com', 'id': '1332286781207703553'}]"
267,hi jimmie perhaps can be a replacement i launched it last month and it is very similar available on ios android and web give it a try here are more details,en,"[{'screen_name': 'tweetshelfhq', 'name': 'tweetshelf.com', 'id': '1332286781207703553'}]"
268,hi there check out i launched it last month and it is very similar available on ios android and web give it a try here are more details,en,"[{'screen_name': 'tweetshelfhq', 'name': 'tweetshelf.com', 'id': '1332286781207703553'}]"
269,hi charlie if you are looking for an alternative to nuzzel i launched last month and it is very similar available on ios android and web give it a try here are more details,en,"[{'screen_name': 'tweetshelfhq', 'name': 'tweetshelf.com', 'id': '1332286781207703553'}]"
270,hey guys if you are looking for an alternative to nuzzel i launched last month and it is very similar available on ios android and web give it a try here are more details,en,"[{'screen_name': 'tweetshelfhq', 'name': 'tweetshelf.com', 'id': '1332286781207703553'}]"
271,hi eleanor if you are looking for an alternative to nuzzel i launched last month and it is very similar available on ios android and web give it a try here are more details,en,"[{'screen_name': 'tweetshelfhq', 'name': 'tweetshelf.com', 'id': '1332286781207703553'}]"
272,hi joe if you are looking for an alternative to nuzzel i launched last month and it is very similar available on ios android and web give it a try here are more details,en,"[{'screen_name': 'tweetshelfhq', 'name': 'tweetshelf.com', 'id': '1332286781207703553'}]"
273,hey andy and chris if you are looking for an alternative to nuzzel i launched last month and it is very similar available on ios android and web give it a try here are more details,en,"[{'screen_name': 'tweetshelfhq', 'name': 'tweetshelf.com', 'id': '1332286781207703553'}]"
274,hey yung if you are looking for an alternative to nuzzel i launched last month and it is very similar available on ios android and web give it a try here are more details,en,"[{'screen_name': 'tweetshelfhq', 'name': 'tweetshelf.com', 'id': '1332286781207703553'}]"
275,hey adam if you are looking for an alternative to nuzzel i launched last month and it is very similar available on ios android and web give it a try here are more details,en,"[{'screen_name': 'tweetshelfhq', 'name': 'tweetshelf.com', 'id': '1332286781207703553'}]"
276,hey arman i launched last month and it is very similar to nuzzel it gives you the news and other content from your twitter network available on ios android and web give it a try here are more details,en,"[{'screen_name': 'tweetshelfhq', 'name': 'tweetshelf.com', 'id': '1332286781207703553'}]"
277,hey jordan i launched last month and it is very similar to nuzzel it gives you the news and other content from your twitter network available on ios android and web give it a try here are more details,en,"[{'screen_name': 'tweetshelfhq', 'name': 'tweetshelf.com', 'id': '1332286781207703553'}]"
278,hi there i launched last month and it is very similar to nuzzel it gives you the news and other content from your twitter network available on ios android and web give it a try here are more details,en,"[{'screen_name': 'tweetshelfhq', 'name': 'tweetshelf.com', 'id': '1332286781207703553'}]"
279,hey nathan i launched last month and it is very similar to nuzzel it gives you the news and other content from your twitter network available on ios android and web give it a try here are more details,en,"[{'screen_name': 'tweetshelfhq', 'name': 'tweetshelf.com', 'id': '1332286781207703553'}]"
280,hi eric i launched last month and it is very similar to nuzzel it gives you the news and other content from your twitter network available on ios android and web give it a try here are more details,en,"[{'screen_name': 'tweetshelfhq', 'name': 'tweetshelf.com', 'id': '1332286781207703553'}]"
281,hi haseeb i launched last month and it is very similar to nuzzel it gives you the news and other content from your twitter network available on ios android and web give it a try here are more details,en,"[{'screen_name': 'tweetshelfhq', 'name': 'tweetshelf.com', 'id': '1332286781207703553'}]"
282,hey casey i launched last month and it is very similar to nuzzel it gives you the news and other content from your twitter network available on ios android and web give it a try here are more details,en,"[{'screen_name': 'tweetshelfhq', 'name': 'tweetshelf.com', 'id': '1332286781207703553'}]"
283,hey craig i launched last month and it is very similar to nuzzel it gives you the news and other content from your twitter network give it a try here are more details,en,"[{'screen_name': 'tweetshelfhq', 'name': 'tweetshelf.com', 'id': '1332286781207703553'}]"
284,good to know about your recovery hari,en,[]
285,rt startups disruption and real world,en,"[{'screen_name': 'cnha', 'name': 'ashish sinha', 'id': '51717952'}]"
286,rt the below spreadsheet provides real time information about the status of hospital bed availability and occupancy in benga,en,"[{'screen_name': 'mla_sudhakar', 'name': 'dr sudhakar k', 'id': '742801860914864128'}]"
287,rt india is running out of vaccines us has millions of astra zeneca which it is not using how about a grand humanitarian,en,"[{'screen_name': 'rashmi', 'name': 'rashmi sinha', 'id': '610873'}, {'screen_name': 'potus', 'name': 'president biden', 'id': '1349149096909668363'}]"
288,yes sir will plan for it soon,en,[]
289,please follow for more updates,en,"[{'screen_name': 'tweetshelfhq', 'name': 'tweetshelf.com', 'id': '1332286781207703553'}]"
290,if you use twitter you ll love tweetshelf looking forward to your love and feedback try now at,en,[]
291,meeting interesting people and better curate who they follow on twitter staying up to date in their industry getting research material for creating their own newsletter finding interesting content to tweet and increase their twitter followers,en,[]
292,here are some ways in which people have been using tweetshelf reading news many have made tweetshelf as their default news app finding new books podcasts and ted talks for learning and self improvement finding reviews and opinion for books,en,[]
293,by people view content of any twitter handle even outside your network by website view content of any particular website or domain like search user powerful search to find what you are looking for,en,[]
294,tweetshelf gives you a wide variety of filters for your content by content type browse your content by categories articles websites books podcasts and videos by lists browse your content by lists you have created on twitter,en,[]
295,all your content is organized under following categories articles news and blogs websites apps tools products books kindle books audiobooks podcasts videos talks and shows,en,[]
296,easier browsing organize tweets with links in your timeline by content type e g articles books podcasts making it easier to consume discover more find the content that you might have missed otherwise in your fast moving feed on twitter,en,[]
297,tweetshelf helps you save time by filtering out low quality tweets and increase your signal to noise ratio see only tweets with some content shared,en,[]
298,signup on the web,en,[]
299,download on android,en,[]
300,download on ios,en,[]
301,it is free to join just install the app connect your twitter account and you are ready to go,en,[]
302,i am very exited to officially launch tweetshelf today after two months of beta trial with users tweetshelf organizes tweets with links in your timeline by content type e g articles books podcasts,en,[]
303,we need a revolution to change the status quo dramatically,en,[]
304,one of the reasons india is still poor decades after independence is that we lack decisive political leadership occasionally right decisions will be taken under modi slightly more right decisions but at this pace it will take decades to become a well oiled machine,en,[]
305,wondering who will be the first to nft this hn comments are always fun,en,[]
306,you need static header only if it contains any important information like cart in e commerce site you do not need it just for navigation,en,[]
307,and while we are at it please get rid of static headers in mobile site it s already cramped and static headers are not helping please i beg you,en,[]
308,if anybody need any convincing only of users ever click on a mobile sharing button,en,[]
309,i don t know who needs to hear it but it is and every mobile browser has sharing buttons so you can skip adding them to your blog website if anybody wants to share your piece of jewel they will do it,en,[]
310,yes but i have found it very hard to follow any advice if i don t understand the rationale behind it having said that agree with overall thought of books needing to be shorter,en,[]
311,using email template,en,[]
312,the performance ad industry is intentionally very obscure with little transparency and whatever data they share is muddled,en,[]
313,there was a good podcast done by freakonomics on this recently this means that doubling the amount of advertising would lead to about a by percent increase in sales,en,[]
314,and ebay earlier their findings suggest that many paid ads generate virtually no increase in sales and even for ones that do the sales benefits are far eclipsed by the cost of the ads themselves,en,[]
315,and p amp g when p amp g turned off million of their digital ad spending they saw no change in business outcomes,en,[]
316,there was this case of uber discovering ad fraud we turned off of our spend we turned off million of annual spend out of and basically saw no change,en,[]
317,big popular brands getting little out of performance spends has been a discovery recently there have been quite a few case studies now,en,[]
318,you have picked the best guests look forward to this,en,[]
319,nasa mars rover landing tonight am ist pretty tough to watch the live stream at that time let s see how it goes watch if you can,en,[]
320,emacs even after years,en,[]
321,as bitcoin crosses k marvel at this hacker news comment typical hn,en,[]
322,i think eventually clubhouse conversations would be recorded and be distributed in somewhat similar fashion to podcasts podcasting would be a subset of clubhouse use case this does not mean that podcasting would die but some use cases would migrate to clubhouse,en,[]
323,the next level of humans are coming amazing,en,[]
324,rt india should support crypto as a pillar of its foreign amp domestic policy it defends national security by preventing deplatfo,en,"[{'screen_name': 'balajis', 'name': 'balaji srinivasan', 'id': '2178012643'}]"
325,great article by making a strong case of bitcoin adoption in india digital is one of the ways for india to bring overall efficiency and pull millions out of poverty as has been shown by upi adoption in last few years,en,"[{'screen_name': 'balajis', 'name': 'balaji srinivasan', 'id': '2178012643'}]"
326,read full article,en,[]
327,having been to michelin star restaurants a couple of times i fully agree with on rich getting scammed it is very hard to enjoy food and almost the entire experience is made to make you feel inferior,en,"[{'screen_name': 'nntaleb', 'name': 'nassim nicholas taleb', 'id': '381289719'}]"
328,i think this discussion on whatsapp signal telegram is not over yet still early stages but long term we may be moving to an open messaging protocol like for email lot of clients to choose from and no centralized gatekeeper a good app gaining ground is,en,[]
329,great read a different approach to talk to people you disagree with,en,[]
330,this is scary one person online can destroy somebody s reputation and it is not easy to find out who,en,[]
331,but this decade holds lot of promise,en,[]
332,technology has stagnated,en,[]
333,there is some uncomfortable truth in this,en,[]
334,some things never change aussie cricketers for example,en,[]
335,fascinating history of the world though indian and chinese influence before ad seems under represented both combined were gt of world gdp for much of time period before that but great chart nonetheless,en,[]
336,iphone x ios safari chrome,it,[]
337,but self driving is not gon na work in india for a long time without it it s a nice old fashioned car,en,[]
338,google search trends show investing is at its second highest peak in the last years apps like are pulling younger investors to equity investment this will continue in coming years,en,"[{'screen_name': 'robinhoodapp', 'name': 'robinhood', 'id': '1265037073'}]"
339,great to see indian startups in top yc companies congrats and hope more in,en,"[{'screen_name': 'meeshoapp', 'name': 'meesho app', 'id': '1451504323389636612'}, {'screen_name': 'razorpay', 'name': 'razorpay', 'id': '2609379660'}, {'screen_name': '_okcredit', 'name': 'okcredit', 'id': '1130406156776615942'}, {'screen_name': 'khatabook', 'name': 'khatabook', 'id': '1120294166116704257'}, {'screen_name': 'cleartax_in', 'name': 'cleartax', 'id': '1409580379279794187'}, {'screen_name': '_groww', 'name': 'groww', 'id': '3571361412'}, {'screen_name': 'gocashfree', 'name': 'cashfree payments', 'id': '4081930334'}]"
340,consistency for consistency s sake is stupid being a user for both the screens i find this a very good design the two use cases are different and in some ways it is a bold decision to not being consistent across screens if it does not make sense,en,[]
341,for the most part it is probably a futile attempt to run away from facebook but this move from whatsapp to signal telegram is more about signaling on privacy than any material impact long term it is better to not have one company control too much and this might help,en,[]
342,mark buying signal isn t gon na happen,en,[]
343,think of somebody s electricity phone connection internet switched off because somebody did not like the content they are posting,en,[]
344,this is a very different kind of action to facebook and twitter banning trump they are top level apps and perhaps are right to boot off people basis content appstore and hosting services are a different deal altogether,en,[]
345,apple google and amazon banning an app based on their own notions of wrong content feels a bit too much they provide utility services and that is not the level this need to be dealt with,en,[]
346,how to answer a why question by richard feynman,en,[]
347,openai just launched an ai that generates images from text prompt just like gpt generated text from prompt incredible they named it dall e in honor of artist salvador dali and pixar s wall e,en,[]
348,software just doesn t age well as our system grows there will always be plenty of things to be offended by in fact there will seem to be more but that doesn t necessarily mean they re all worse than their predecessors,en,[]
349,a great read on what technological changes might this decade bring hiv vaccine anti aging products cheaper energy ev av supersonic aircrafts space travel ar and more exciting decade ahead,en,[]
350,but real heroes keep doing their job credit or not silently in the background for its own sake,en,[]
351,it is a sad truth that sometimes you get less credit if you do your job well and prevent the problem from happening otoh people who let crisis happen and then come for rescue are heroes we do have a monkey brain,en,[]
352,premature optimization is pretty common hard to argue with not making code even better but it is also something that you come to recognize with experience realizing this can increase mileage especially in early stage startups,en,[]
353,as software engineers we tend to believe if we write good code if will last forever but over time you realize that anything remotely useful a year down the line gets rewritten newer requirements newer people newer frameworks it is a never ending cycle,en,[]
354,good git hacks,en,[]
355,rt a few things i m pretty sure about most jobs would benefit from at least a day month where you did nothing but think,en,"[{'screen_name': 'morganhousel', 'name': 'morgan housel', 'id': '284278132'}]"
356,interesting take on old age but i think this is ahead of its time we will probably have such conversations in,en,[]
357,is it too early to decorate christmas tree kiddo had such a wonderful time,en,[]
358,what is brutal tony was a legend and i grew mustseeindia hearing tales from zappos customer service and inspiring our own team so sad to hear this rip tony,en,[]
359,of course what is regular and what is not is complicated as everything else in life,en,[]
360,you obviously want to hire smart people and let them make decisions but sometimes there is a lot on stake or the things being done have never been done before and micromanagement may be justified it is not ok for regular tasks,en,[]
361,micromanagement has got a bad rep but it is the preferred approach in some cases like inducting new people or people moving to new roles micromanage till they get full context or an incredibly difficult important task to make sure it is done right,en,[]
362,we do virtual coffee sessions on fridays where we chit chat about non work related things it is a hit with the team and stress releaser,en,[]
363,good thread so many of these resonated with me personally,en,[]
364,happy diwali to everyone,tl,[]
365,rt deutsche bank strategists should be taxed for stupidity,en,"[{'screen_name': 'apompliano', 'name': 'pomp 🌪', 'id': '339061487'}]"
366,you ll be even more surprised when a majority of people go back to the same old ways post vaccine people take time to change,en,[]
367,lot of work ahead for india,en,[]
368,my yo daughter has almost never watched linear tv before ipl final yesterday and she was most fascinated by ads she had not seen ads before this she found the ads of kingfisher kya plan hai and cred bollywood hilarious storytelling in secs is an art,en,[]
369,rt from last year but i still find it nuts how much one new yorker spent on their ten year old s piano lessons ten grand fif,en,"[{'screen_name': 'jayelwes', 'name': 'jayelwes', 'id': '415678730'}]"
370,congrats and,en,"[{'screen_name': 'kamalaharris', 'name': 'kamala harris', 'id': '30354991'}, {'screen_name': 'joebiden', 'name': 'joe biden', 'id': '939091'}]"
371,us elections are the highest trp global reality show and it s running for extended duration this time,en,[]
372,wow what a great history lesson,en,[]
373,rt it s easier to fool people than to convince them that they have been fooled attributed to mark twain,en,"[{'screen_name': 'jposhaughnessy', 'name': 'jim oshaughnessy', 'id': '28369153'}]"
374,rt roland garros match wins roland garros titles grand slam titles,en,"[{'screen_name': 'rolandgarros', 'name': 'roland-garros', 'id': '42220353'}, {'screen_name': 'rafaelnadal', 'name': 'rafa nadal', 'id': '344634424'}]"
375,rt investing successful investing is all about behavior and psychology you can have the best model or analysis in the wo,en,"[{'screen_name': 'chamath', 'name': 'chamath palihapitiya', 'id': '3291691'}]"
376,rt do not spoil what you have by desiring what you have not remember that what you now have was once among the things you only,en,"[{'screen_name': 'tferriss', 'name': 'tim ferriss', 'id': '11740902'}]"
377,are you suggesting criticism from media made indian vcs more conservative,en,[]
378,when amazon does not have a hindi song in its library it defaults to but it doesn t stream properly even on a good broadband connection such a,en,"[{'screen_name': 'alexa99', 'name': 'alexa', 'id': '2905440476'}, {'screen_name': 'jiosaavn', 'name': 'jiosaavn', 'id': '14263778'}]"
379,fully agree additionally i think parents contribution is more towards providing the right environment for learning for kids rather than teach kids and it is likely the current generation is over parenting,en,[]
380,unfortunate reality while most people are arguing manufacturing as a reason amp i agree it as one of the reasons i don t see why one can t create brand outside of lowest price usp there are so many angles to play on,en,[]
381,that s not good i liked my daughter s school s approach nd grade they upload a min video for each subject everyday and kids can watch in their own time sometimes they give printable worksheets to do more like guided home schooling than online classes,en,[]
382,keyword matching or what we call in laymen terms ai,en,[]
383,rt this is so sad it made me cry,en,"[{'screen_name': 'darealtishaaa', 'name': '.tish', 'id': '558979040'}]"
384,rt dear white people for days you ve asked me what you can do to help i ve finally found an answer let your guard down and,en,[]
385,this is a big leap from s in s indians were y k programmers in the noughts they were powering the top startups in last decade they have risen up to the leadership position wonder what holds for the next decade,en,[]
386,finally found a button in faqs that actually got the transaction done interesting flow,en,[]
387,dumb question how do i pay someone using not able to find any option home tab is completely empty,en,"[{'screen_name': 'phonepe_', 'name': 'phonepe', 'id': '4910896514'}]"
388,rt very good,en,"[{'screen_name': 'benthompson', 'name': 'ben thompson', 'id': '40273'}]"
389,interesting article agree with his insights it is confusing when india takes extraordinary steps to saves its citizens when millions die of pollution filth poor healthcare system china set the trend by locking down world s likely response would have been milder,en,[]
390,success when room is only,en,[]
391,rt reliance industries limited and facebook this is a long thread that may interest fb and ril ns investors,en,"[{'screen_name': 'iramneek', 'name': 'ramneek', 'id': '90696122'}]"
392,rt,und,"[{'screen_name': 'pmarca', 'name': 'marc andreessen', 'id': '5943622'}]"
393,makes the announcement at last moment in typical indian style when most companies would have already made the payment some things never change,en,[]
394,if built timely this could have helped so many countries given the reach of android and ios,en,[]
395,i wonder if democratic world is far too much privacy focused for our own good we could not do it faster even when thousands of lives were at stake,en,[]
396,apple and google are collaborating for contact tracing for covid one would expect they would have done this in late feb early march given that chinese companies had already done it by then it is far too late now,en,[]
397,two months wiped jobs gains from a decade that is scary wonder what would be the impact in india where we were already seeing significant unemployment before,en,[]
398,hey kids category section in your ios app is not scrolling down not able to browse any apps,en,"[{'screen_name': 'alexa99', 'name': 'alexa', 'id': '2905440476'}]"
399,agree this is very useful wonder why it is not a standard feature,en,[]
400,i don t disagree but this is so hard to do in practice especially when we are still discovering new facts about this virus being extra cautious till we understand the situation better may be the right approach for now,en,[]
401,reminder that we are still discovering facts about coronavirus and still do not fully understand how it spreads stay cautious stay safe use mask,en,[]
402,and what about italy spain uk and so many other countries they have so many deaths despite lockdown are you saying deaths would be lower if everybody opened up,en,[]
403,a cool way to visualize speed of light,en,[]
404,rt ever wonder what happens when you yank the pull cord on an aircraft emergency slide wonder no more,en,"[{'screen_name': 'aerodork', 'name': 'aerodork', 'id': '2807792942'}]"
405,consultants,ca,[]
406,twitter stand by for bangalore weather tweets just refresh you feed,en,[]
407,rt the dumbest people on twitter are commenting at me this week that my opinions on are not credible because,en,"[{'screen_name': 'scottadamssays', 'name': 'scott adams', 'id': '2853461537'}]"
408,shutting down the economy is a big conundrum for a big country like india but we should be looking for a gradual opening of the economy post lockdown to prevent long term damage to the informal sector,en,[]
409,while full shutdown was the right step to manage a highly contagious disease in a country of billion people india should look to open the economy gradually to prevent long term impact on informal economy,en,[]
410,informal economy is big in india and employs the poor to prevent a total collapse we should be looking for staggered relaxation soon,en,[]
411,in general any activity not involving gathering more than people should qualify to be opened we should follow that for weeks and then assess,en,[]
412,daily life grocery stores should operate with masks and social distancing blue collar jobs like cooks maids plumbers should resume,en,[]
413,delivery food delivery ecommerce deliveries should be allowed,en,[]
414,transportation private vehicles can be allowed auto ola uber should be allowed buses get crowded fast and difficult to maintain social distance it should remain closed in phase,en,[]
415,office people who work in corporate are among the least affected from an economic standpoint among this there s a section of people who can work from home those who can t should remain closed,en,[]
416,schools malls restaurants should stay closed in phase till we understand the impact of gradual relaxation,en,[]
417,gathering any gathering of more than people should still be avoided,en,[]
418,travel inter city travel should be banned trains flights intercity buses should be on hold activities within a city should function with restrictions,en,[]
419,those who can not get the masks due to distribution issues shortage should build one any mask is better than going out without it,en,[]
420,masks to begin with masks should be mandatory for everybody outside home govt should make free masks available to everyone distribution will be key if we can give condoms for free to control hiv aids we can do masks too,en,[]
421,as we approach the second half of lockdown we need to think about how to deal with the situation after india is a poor country and can not afford to shut down completely for long we need to open gradually that is a staggered approach,en,[]
422,india has done well by acting early and cutting off from the world and then full internal lockdown it s been chaotic but a better approach until we understand the full impact of across the world,en,[]
423,like all complex problems this presents a formidable challenge you have to choose the less bad situation and like many other complex situations this also needs a tailored approach specific to india,en,[]
424,opening fully will infect a mass majority sooner or later with india s substandard healthcare system again poor people will be the most adversely affected,en,[]
425,with india faces a peculiar situation if full lockdown is continued this will hamper the economy in a big way informal economy is hit hardest informal economy employs the poor and they are having a hard time just surviving,en,[]
426,in not so far away future i expect him to be a pm candidate,en,[]
427,haha the world is a funny place,en,[]
428,rt if you don t care to be liked they can t touch you,en,"[{'screen_name': 'naval', 'name': 'naval', 'id': '745273'}]"
429,this grave situation demands open mindedness and ability to find the right solution at each stage irrespective of who is the leader,en,[]
430,we have shut our minds to any independent thinking it is as if we are in an idea prison and can t think beyond the artificial walls we have constructed,en,[]
431,the people who love modi or kejriwal are busy explaining their every move even the faulty ones,en,[]
432,the people who hate modi or kejriwal are busy hating him finding faults with everything they do selectively sharing the news which confirm their biases,en,[]
433,it is funny how rigid we are in our thinking and the current situation is no different,en,[]
434,rt all start ups have moved to cash conservation mode despite layoffs being the most obvious path every founder i spoke with voc,en,"[{'screen_name': 'avlesh', 'name': 'avlesh singh', 'id': '28381761'}]"
435,now would be the perfect time to bring out those drones and autonomous vehicles for deliveries bring them on,en,[]
436,haha that would be quite a comeback,en,[]
437,hope we are able to regain that pride and sensibility as a nation fast enough to prevent a meltdown,en,[]
438,if one looks at the history and goes back to indus valley civilisation maurya dynasty gupta dynasty etc we have been one of the best run countries and among the largest economies up to of the world gdp somewhere we have lost the path,en,[]
439,i wonder why is this the case indians are one of the most capable people in the world running numerous large companies in india and internationally why then are we not able to fix our social problems,en,[]
440,of course there are exceptions and lot of doctors nurses policemen and other people helping the needed but one would think that one of the largest economies in the world is able to take care of its people in a better way,en,[]
441,and these are not isolated incidents this is the normal situation sad part is that none of it is surprising to ordinary citizen how the state handles this situation determines how much trust citizens place in the authority next time around,en,[]
442,citizens are left helpless in case of healthcare need,en,[]
443,while the state has announced lockdown there are thousands of stranded with no plan or help,en,[]
444,educated citizens are defying police despite a clear message of lockdown,en,[]
445,there are numerous examples of,en,[]
446,this has been a mirror to the indian society even after years we have not figured out a working social order,en,[]
447,profiles seem genuine but people are copy pasting the message to show their human side and garner some engagement along the way it s a weird world,en,[]
448,funny state on linkedin it has become a playground of all the wannabe influencers spewing fakeness every day,en,[]
449,for all ye millennials,en,[]
450,i am the indian middle class,en,[]
451,this lockdown will also give indian middle class dad a chance to spend more than quality time with their kids hope they make good use of it,en,[]
452,while days is too less to change any behaviour maybe some learnings will be carried over,en,[]
453,indian middle class became successful on the back of the struggle they endured during their lives their kids are a pampered lot devoid of any struggle and what would make of their future is unknown indian middle class parent is in unchartered territory,en,[]
454,for the entitled kids of indian middle class sharing household chores this will be their first brush with hard work for their entire childhood parents have been telling the kids how life was tough in our time for the kids this will be their first first hand experience,en,[]
455,during this indian middle class will re learn the value of hard work after a long time they will be doing household chores on their own without ever present help,en,[]
456,rt every year or two i wind up in an argument about the value of long work hours recently i have just been pointing back,en,"[{'screen_name': 'id_aa_carmack', 'name': 'john carmack', 'id': '175624200'}]"
457,rt if happened during upa under manmohan singh amp sonia gandhi rs cr lab scam rs cr mask scam rs,en,"[{'screen_name': 'rishibagree', 'name': 'rishi bagree', 'id': '147994804'}]"
458,response by indian authorities has been great this time around not the usual messy and chaotic approach of past,en,[]
459,rt by contrast here s how india screened passengers from wuhan landing at new delhi since february screeners in full protect,en,"[{'screen_name': 'balajis', 'name': 'balaji srinivasan', 'id': '2178012643'}]"
460,rt the first years you measure success with grades only to realize that the real value is in learning to learn and critica,en,"[{'screen_name': 'valaafshar', 'name': 'vala afshar', 'id': '259725229'}]"
461,rt a few operating assumptions relating to indian investing that i find useful any bank could go bust at some point govt,en,"[{'screen_name': 'thelonghol', 'name': 'hari nair', 'id': '56701465'}]"
462,rt jurgen klopp s response when asked about coronavirus is absolutely class this is spot on it s impossible to dislike this,en,"[{'screen_name': 'eplbible', 'name': 'epl bible', 'id': '595343731'}]"
463,rt the reaction to any exponential risk like covid is either too early or too late hard to time it just right if too,en,"[{'screen_name': 'matthuang', 'name': 'matt huang', 'id': '44322763'}]"
464,rt some of my favorite takeaways amp quotes from keith rabois interviews,en,"[{'screen_name': 'eriktorenberg', 'name': 'erik torenberg', 'id': '1475495658'}]"
465,rt a reminder that new conversations are old conversations and comedy used to be a lot more political and that was a good thin,en,"[{'screen_name': 'davepell', 'name': 'dave pell', 'id': '224'}]"
